varName	varType	n	beta	lower	upper	pvalue	resType	description	isTraitOfInterest	Cat1_ID	Cat1_Title	Cat2_ID	Cat2_Title	Cat3_ID	Cat3_Title	Category	Path
41272#F092	CAT-MUL	247520/148(247668)	0.371702903812684	0.136714013687803	0.603037666445141	0.00175920175350843	LOGISTIC-BINARY	Operative procedures - OPCS4: F09.2 Surgical removal of impacted tooth NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#E591	CAT-MUL	247422/246(247668)	-0.324978491441198	-0.532646191385511	-0.124281295669361	0.00179306021590649	LOGISTIC-BINARY	Operative procedures - OPCS4: E59.1 Needle biopsy of lesion of lung		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41200#F092	CAT-MUL	247545/123(247668)	0.405129024095515	0.148095386274104	0.658131982908499	0.00182132525130816	LOGISTIC-BINARY	Operative procedures - main OPCS4: F09.2 Surgical removal of impacted tooth NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
5463	CAT-SIN	10678/4591(15269)	0.0829125670729379	0.03070023619439	0.1350318745358	0.00183720856107845	LOGISTIC-BINARY	Leg pain in calf/calves		100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	100038	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease
6156#11	CAT-MUL	10727/3622(14349)	0.0902655480995607	0.03329839160857	0.14708878303046	0.00187247155948496	LOGISTIC-BINARY	Manic/hyper symptoms: I was more active than usual		100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	100060	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health
40009	INTEGER	51357	0.0476684732528757	0.0174807004747435	0.077856246031008	0.00196939583700724	ORDERED-LOGISTIC	Reported occurrences of cancer		100091	Health-related outcomes	100092	Cancer register	100092	Cancer register	100092	Health-related outcomes > Cancer register
41200#J381	CAT-MUL	246498/1170(247668)	0.134820136562013	0.048968146179557	0.219923059338768	0.00198837347733775	LOGISTIC-BINARY	Operative procedures - main OPCS4: J38.1 Endoscopic sphincterotomy of sphincter of Oddi and removal of calculus HFQ		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
131676	DATE	244926/2742(247668)	0.0889569896238068	0.0323423137473071	0.145229590661085	0.00200667957197921	LOGISTIC-BINARY	Date K81 first reported (cholecystitis)		2411	Health-related outcomes		First occurrences		First occurrences	2411	Health-related outcomes > First occurrences > Digestive system disorders
41200#S352	CAT-MUL	247552/116(247668)	0.408122921220582	0.144140169561474	0.667971100439003	0.00222440622368689	LOGISTIC-BINARY	Operative procedures - main OPCS4: S35.2 Meshed split autograft of skin NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41245#1140	CAT-MUL	246535/219(246754)	-0.33748120504083	-0.558475039342347	-0.124352593633395	0.00228422362731796	LOGISTIC-BINARY	Main speciality of consultant (recoded): Clinical immunology and allergy		100091	Health-related outcomes	2000	Hospital inpatient	2001	Summary Administration	2001	Health-related outcomes > Hospital inpatient > Summary Administration
130344	DATE	247212/456(247668)	0.209644378866151	0.0736249382894139	0.344003297612123	0.00236075617541319	LOGISTIC-BINARY	Date B99 first reported (other and unspecified infectious diseases)		2401	Health-related outcomes		First occurrences		First occurrences	2401	Health-related outcomes > First occurrences > Certain infectious and parasitic diseases
1379	CAT-SIN	246392	0.0182172091425806	0.00646185043584461	0.0299725678493165	0.00238653292861654	ORDERED-LOGISTIC	Lamb/mutton intake		100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	100052	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet
41200#G452	CAT-MUL	247279/389(247668)	0.22568715228643	0.0786893946232082	0.370771139770857	0.0024434165414194	LOGISTIC-BINARY	Operative procedures - main OPCS4: G45.2 Fibreoptic endoscopic ultrasound examination of upper gastrointestinal tract		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
22613#0	CAT-MUL	3019/62629(65648)	-0.0848988148612102	-0.139742065949488	-0.029761708002567	0.00247671058714849	LOGISTIC-BINARY	"Worked with paints, thinners or glues": Rarely/never		100089	Online follow-up	123	Work environment	130	Employment history	130	Online follow-up > Work environment > Employment history
41272#J439	CAT-MUL	246026/1642(247668)	0.111618143727382	0.0388164238252151	0.183864588450961	0.00255428295818367	LOGISTIC-BINARY	Operative procedures - OPCS4: J43.9 Unspecified diagnostic endoscopic retrograde examination of bile duct and pancreatic duct		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
20257	CONTINUOUS	199810	0.0101738075970787	0.00352404126348796	0.0168235739306695	0.00271199221960475	LINEAR	Forced vital capacity (FVC) Z-score		100000	UK Biobank Assessment Centre	100006	Physical measures	100020	Spirometry	100020	UK Biobank Assessment Centre > Physical measures > Spirometry
41272#T746	CAT-MUL	247568/100(247668)	0.430842493749764	0.146495659063986	0.710708992461704	0.00271476663226075	LOGISTIC-BINARY	Operative procedures - OPCS4: T74.6 Autologous blood injection into tendon		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
130688	DATE	247353/315(247668)	-0.271334915539443	-0.451588549408034	-0.096106015136763	0.00275205457216268	LOGISTIC-BINARY	"Date D89 first reported (other disorders involving the immune mechanism, not elsewhere classified)"		2403	Health-related outcomes		First occurrences		First occurrences	2403	Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders
30670	CONTINUOUS	235930	0.00888994053485431	0.00306788574587278	0.0147119953238358	0.00276489448468882	LINEAR	Urea		100078	Biological samples	100079	Assay results	100080	Blood assays	17518	Biological samples > Assay results > Blood assays > Blood biochemistry
41210#U162	CAT-MUL	247080/588(247668)	0.182188061002974	0.0620365395781748	0.300978006126114	0.00279149693297127	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: U16.2 Magnetic resonance cholangiopancreatography		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
4717	CAT-SIN	73387/6917(80304)	0.0569840398111315	0.0195411863088945	0.0942997156380766	0.00280777637856526	LOGISTIC-BINARY	Shortness of breath walking on level ground		100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	100037	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Breathing
41200#D122	CAT-MUL	247616/52(247668)	0.588383107234084	0.198540770518486	0.973444818046293	0.00282900763916169	LOGISTIC-BINARY	Operative procedures - main OPCS4: D12.2 Atticotomy		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
20003#1140864566	CAT-MUL	247603/57(247660)	0.562705142507443	0.189712743456852	0.930919780899285	0.00284120694894859	LOGISTIC-BINARY	Treatment/medication code: cabergoline		100000	UK Biobank Assessment Centre	100071	Verbal interview	100075	Medications	100075	UK Biobank Assessment Centre > Verbal interview > Medications
41200#J439	CAT-MUL	247032/636(247668)	0.174307219876302	0.0585103260620879	0.28881187543972	0.00300024185558151	LOGISTIC-BINARY	Operative procedures - main OPCS4: J43.9 Unspecified diagnostic endoscopic retrograde examination of bile duct and pancreatic duct		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41210#Z172	CAT-MUL	247617/51(247668)	-0.768958349217403	-1.30987867199639	-0.284289170815648	0.00310470695299556	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: Z17.2 Lateral rectus muscle of eye		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z172	CAT-MUL	247617/51(247668)	-0.768958349217403	-1.30987867199639	-0.284289170815648	0.00310470695299556	LOGISTIC-BINARY	Operative procedures - OPCS4: Z17.2 Lateral rectus muscle of eye		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
40011#8240	CAT-MUL	247417/251(247668)	0.271811505017349	0.0897362175879778	0.451204176516572	0.00318070816447034	LOGISTIC-BINARY	Histology of cancer tumour: Carcinoid tumor		100091	Health-related outcomes	100092	Cancer register	100092	Cancer register	100092	Health-related outcomes > Cancer register
41229#5KL	CAT-MUL	245284/2384(247668)	-0.0940530772766965	-0.157142209458517	-0.0314957041204834	0.00334011063207165	LOGISTIC-BINARY	PCT responsible for patient data: SUNDERLAND TEACHING PCT		100091	Health-related outcomes	2000	Hospital inpatient	2001	Summary Administration	2001	Health-related outcomes > Hospital inpatient > Summary Administration
41200#D191	CAT-MUL	247613/55(247668)	-0.721773758820683	-1.23396857609228	-0.259701134516732	0.00349763531519032	LOGISTIC-BINARY	Operative procedures - main OPCS4: D19.1 Excision of lesion of middle ear		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41200#E591	CAT-MUL	247426/242(247668)	-0.303709268917095	-0.51190000890668	-0.102411951776436	0.00361225656110526	LOGISTIC-BINARY	Operative procedures - main OPCS4: E59.1 Needle biopsy of lesion of lung		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41200#A542	CAT-MUL	247515/153(247668)	-0.390095953452238	-0.659405863651298	-0.132878337735449	0.0036282834006609	LOGISTIC-BINARY	Operative procedures - main OPCS4: A54.2 Injection of therapeutic substance into cerebrospinal fluid		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41210#Y534	CAT-MUL	227767/19901(247668)	0.0328180786077851	0.0106411771781687	0.0549490415925613	0.00368931819139827	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: Y53.4 Approach to organ under fluoroscopic control		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Y534	CAT-MUL	227767/19901(247668)	0.0328180786077851	0.0106411771781687	0.0549490415925613	0.00368931819139827	LOGISTIC-BINARY	Operative procedures - OPCS4: Y53.4 Approach to organ under fluoroscopic control		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41200#X628	CAT-MUL	247618/50(247668)	-0.771570001174242	-1.32673969151194	-0.276825161965689	0.00373742341674464	LOGISTIC-BINARY	Operative procedures - main OPCS4: X62.8 Other specified assessment		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
20256	CONTINUOUS	199810	0.00981893400338351	0.00317065250375252	0.0164672155030145	0.00379545187617774	LINEAR	Forced expiratory volume in 1-second (FEV1) Z-score		100000	UK Biobank Assessment Centre	100006	Physical measures	100020	Spirometry	100020	UK Biobank Assessment Centre > Physical measures > Spirometry
41200#Q089	CAT-MUL	246089/1579(247668)	-0.113951941755864	-0.191656925758836	-0.0370619827940944	0.00385499729466618	LOGISTIC-BINARY	Operative procedures - main OPCS4: Q08.9 Unspecified vaginal excision of uterus		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41210#Y912	CAT-MUL	247305/363(247668)	0.222463528955494	0.0704278901162369	0.372469184902226	0.00386987029882367	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: Y91.2 Megavoltage treatment for simple radiotherapy		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Y912	CAT-MUL	247305/363(247668)	0.222463528955494	0.0704278901162369	0.372469184902226	0.00386987029882367	LOGISTIC-BINARY	Operative procedures - OPCS4: Y91.2 Megavoltage treatment for simple radiotherapy		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41200#F348	CAT-MUL	247616/52(247668)	0.569682206803469	0.179441814539489	0.955110247232642	0.00387721797789139	LOGISTIC-BINARY	Operative procedures - main OPCS4: F34.8 Other specified excision of tonsil		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#D191	CAT-MUL	247594/74(247668)	-0.586815445178089	-1.00483187125878	-0.200819083560491	0.00408257565990206	LOGISTIC-BINARY	Operative procedures - OPCS4: D19.1 Excision of lesion of middle ear		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
20004#1477	CAT-MUL	233748/13912(247660)	0.0389976070029588	0.0123392591716712	0.0655913777800278	0.00409463411721685	LOGISTIC-BINARY	Operation code: caesarean section / caesarian section		100000	UK Biobank Assessment Centre	100071	Verbal interview	100076	Operations	100076	UK Biobank Assessment Centre > Verbal interview > Operations
1647-1	CAT-SIN	201483/247565	-999	-999	-999	0.00410223975704934	MULTINOMIAL-LOGISTIC	Country of birth (UK/elsewhere)		100000	UK Biobank Assessment Centre	100025	Touchscreen	100033	Early life factors	100033	UK Biobank Assessment Centre > Touchscreen > Early life factors
41272#D122	CAT-MUL	247599/69(247668)	0.493171490465592	0.152274630657592	0.828573419297385	0.0041653484943778	LOGISTIC-BINARY	Operative procedures - OPCS4: D12.2 Atticotomy		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41200#C101	CAT-MUL	247275/393(247668)	-0.230876706071218	-0.390900946389943	-0.0747392518923232	0.00418158172424115	LOGISTIC-BINARY	Operative procedures - main OPCS4: C10.1 Excision of lesion of eyebrow		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#H241	CAT-MUL	247612/56(247668)	-0.691909801444229	-1.19254359788645	-0.238453699583423	0.00425870499651469	LOGISTIC-BINARY	Operative procedures - OPCS4: H24.1 Endoscopic dilation of lower bowel using fibreoptic sigmoidoscope		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#P233	CAT-MUL	245803/1865(247668)	0.0997787609959525	0.0310794432676965	0.167986277290392	0.0042740065858447	LOGISTIC-BINARY	Operative procedures - OPCS4: P23.3 Posterior colporrhaphy NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#F348	CAT-MUL	247609/59(247668)	0.526626928356977	0.159093393932292	0.888904660437774	0.00456167264373273	LOGISTIC-BINARY	Operative procedures - OPCS4: F34.8 Other specified excision of tonsil		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
