varName	varType	n	beta	lower	upper	pvalue	resType	description	isTraitOfInterest	Cat1_ID	Cat1_Title	Cat2_ID	Cat2_Title	Cat3_ID	Cat3_Title	Category	Path
41272#U355	CAT-MUL	163521/65(163586)	-0.820215126893975	-1.30540304226169	-0.381391086870986	0.000470488939529462	LOGISTIC-BINARY	Operative procedures - OPCS4		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#J373	CAT-MUL	163241/345(163586)	0.272374445760991	0.116600133778434	0.426194083899594	0.000559476831593767	LOGISTIC-BINARY	Operative procedures - OPCS4: J37.3 Direct puncture operative cholangiography		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#V294	CAT-MUL	163207/379(163586)	0.25900866394029	0.110327429597459	0.405901160443749	0.00058911254460125	LOGISTIC-BINARY	Operative procedures - OPCS4: V29.4 Primary anterior excision of cervical intervertebral disc and interbody fusion of joint of cervical spine		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41245#1710	CAT-MUL	162239/566(162805)	-0.22930613243755	-0.362570286447521	-0.0986601301469662	0.000656220098046017	LOGISTIC-BINARY	Main speciality of consultant (recoded): Palliative medicine		100091	Health-related outcomes	2000	Hospital inpatient	2001	Summary Administration	2001	Health-related outcomes > Hospital inpatient > Summary Administration
41210#H412	CAT-MUL	163531/55(163586)	0.654165104887989	0.275275022762831	1.03053038214157	0.000661489571455828	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: H41.2 Peranal excision of lesion of rectum		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41210#J373	CAT-MUL	163244/342(163586)	0.26794565770474	0.111393185949991	0.422506057803405	0.000730499438081174	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: J37.3 Direct puncture operative cholangiography		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41200#T875	CAT-MUL	163521/65(163586)	-0.767439153865127	-1.24279802522879	-0.335880636340417	0.000859093278591026	LOGISTIC-BINARY	Operative procedures - main OPCS4: T87.5 Excision or biopsy of para-aortic lymph node		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41200#K603	CAT-MUL	163134/452(163586)	-0.249954821148522	-0.400101983018312	-0.103163876121392	0.000961838082814552	LOGISTIC-BINARY	Operative procedures - main OPCS4: K60.3 Renewal of intravenous cardiac pacemaker system		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
2887	INTEGER	104367	-0.0305520429786384	-0.0487931014356136	-0.0123109845216632	0.00102810180861538	ORDERED-LOGISTIC	Number of cigarettes previously smoked daily		100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	100058	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking
30690	CONTINUOUS	156094	-0.0123476941045146	-0.0197469852748159	-0.00494840293421325	0.00107286351308744	LINEAR	Cholesterol		100078	Biological samples	100079	Assay results	100080	Blood assays	17518	Biological samples > Assay results > Blood assays > Blood biochemistry
41210#E031	CAT-MUL	163532/54(163586)	0.626550538317781	0.244362154935165	1.0052264517397	0.00120507939464623	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: E03.1 Submucous excision of septum of nose		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41210#Z102	CAT-MUL	163530/56(163586)	0.615903495948286	0.239670807913665	0.988887228808284	0.00123105646456514	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: Z10.2 Obturator nerve		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z102	CAT-MUL	163530/56(163586)	0.615903495948286	0.239670807913665	0.988887228808284	0.00123105646456514	LOGISTIC-BINARY	Operative procedures - OPCS4: Z10.2 Obturator nerve		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
22601#35132648	CAT-MUL	39737/95(39832)	-0.585021955780802	-0.953104008705356	-0.241099200165122	0.00123814787382849	LOGISTIC-BINARY	Job coding: ship's engineer, ship's purser		100089	Online follow-up	123	Work environment	130	Employment history	130	Online follow-up > Work environment > Employment history
41272#K603	CAT-MUL	163121/465(163586)	-0.238090905888765	-0.38569634923092	-0.0936994269936045	0.00138436671358371	LOGISTIC-BINARY	Operative procedures - OPCS4: K60.3 Renewal of intravenous cardiac pacemaker system		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41200#V294	CAT-MUL	163236/350(163586)	0.250451246248172	0.0955195566488514	0.403412890979209	0.00142174765304347	LOGISTIC-BINARY	Operative procedures - main OPCS4: V29.4 Primary anterior excision of cervical intervertebral disc and interbody fusion of joint of cervical spine		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41210#M472	CAT-MUL	163347/239(163586)	-0.335637872527961	-0.547400095937387	-0.130916493445762	0.00156607026904981	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: M47.2 Change of urethral catheter into bladder		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41210#A844	CAT-MUL	163498/88(163586)	-0.574165393657683	-0.952128475905962	-0.221543212839786	0.00200198207831436	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: A84.4 Evoked potential recording		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
131030	DATE	163196/390(163586)	0.226478573327977	0.0793374709695022	0.371748806776895	0.00238594270951119	LOGISTIC-BINARY	Date G24 first reported (dystonia)		2406	Health-related outcomes		First occurrences		First occurrences	2406	Health-related outcomes > First occurrences > Nervous system disorders
41210#Z714	CAT-MUL	163529/57(163586)	-0.732086371340885	-1.23257895436244	-0.278950562637374	0.00248334167157926	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: Z71.4 Head of ulna		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z714	CAT-MUL	163529/57(163586)	-0.732086371340885	-1.23257895436244	-0.278950562637374	0.00248334167157926	LOGISTIC-BINARY	Operative procedures - OPCS4: Z71.4 Head of ulna		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
20003#1140873480	CAT-MUL	163512/71(163583)	-0.635681287709503	-1.06872580993414	-0.237185059404973	0.0026247720367328	LOGISTIC-BINARY	Treatment/medication code: minocycline		100000	UK Biobank Assessment Centre	100071	Verbal interview	100075	Medications	100075	UK Biobank Assessment Centre > Verbal interview > Medications
41210#Z598	CAT-MUL	163332/254(163586)	0.273874166567752	0.0926940086891348	0.452450060788769	0.00282464323950809	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: Z59.8 Specified muscle of foot NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z598	CAT-MUL	163332/254(163586)	0.273874166567752	0.0926940086891348	0.452450060788769	0.00282464323950809	LOGISTIC-BINARY	Operative procedures - OPCS4: Z59.8 Specified muscle of foot NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
20465	INTEGER	509	-0.393916632607303	-0.652670231895503	-0.135163033319103	0.00298785729102716	ORDERED-LOGISTIC	Number of times heard an un-real voice		100089	Online follow-up	136	Mental health	144	Unusual and psychotic experiences	144	Online follow-up > Mental health > Unusual and psychotic experiences
131572	DATE	162944/642(163586)	-0.184652577007517	-0.30832635372489	-0.0631629672462555	0.00314189940513724	LOGISTIC-BINARY	Date K10 first reported (other diseases of jaws)		2411	Health-related outcomes		First occurrences		First occurrences	2411	Health-related outcomes > First occurrences > Digestive system disorders
41200#J132	CAT-MUL	162419/1167(163586)	0.128775340050099	0.042426756110465	0.214382687907028	0.00332432189517606	LOGISTIC-BINARY	Operative procedures - main OPCS4: J13.2 Percutaneous biopsy of lesion of liver NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41210#Q231	CAT-MUL	163360/226(163586)	-0.318168048647277	-0.535802864258206	-0.108078752405785	0.00351289928022899	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: Q23.1 Unilateral salpingoophorectomy NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
22601#35643209	CAT-MUL	39747/85(39832)	0.450811961705894	0.143007899588847	0.753558950427022	0.00373017154749334	LOGISTIC-BINARY	Job coding: careers adviser or vocational guidance specialist, placement advisor		100089	Online follow-up	123	Work environment	130	Employment history	130	Online follow-up > Work environment > Employment history
41272#W871	CAT-MUL	163459/127(163586)	-0.432304056197636	-0.732643995614417	-0.147081124401438	0.00373718033791542	LOGISTIC-BINARY	Operative procedures - OPCS4: W87.1 Diagnostic endoscopic examination of knee joint and biopsy of lesion of knee joint		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
131674	DATE	152112/11474(163586)	0.0424747694763986	0.0135349107628237	0.0713345043899659	0.00396684518784451	LOGISTIC-BINARY	Date K80 first reported (cholelithiasis)		2411	Health-related outcomes		First occurrences		First occurrences	2411	Health-related outcomes > First occurrences > Digestive system disorders
20004#1455	CAT-MUL	156680/6903(163583)	0.0539440791621342	0.0171610760078852	0.0905923747206175	0.00397944966274515	LOGISTIC-BINARY	Operation code: cholecystectomy/gall bladder removal		100000	UK Biobank Assessment Centre	100071	Verbal interview	100076	Operations	100076	UK Biobank Assessment Centre > Verbal interview > Operations
131522	DATE	163430/156(163586)	0.334151771823492	0.103403123194786	0.561180829459656	0.00417708254706172	LOGISTIC-BINARY	Date J80 first reported (adult respiratory distress syndrome)		2410	Health-related outcomes		First occurrences		First occurrences	2410	Health-related outcomes > First occurrences > Respiratory system disorders
1628	CAT-SIN	153974	0.0209257411786165	0.00649257952247066	0.0353589028347624	0.00448821523712457	ORDERED-LOGISTIC	Alcohol intake versus 10 years previously		100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	100051	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol
30750	CONTINUOUS	155902	0.0104930405573159	0.00325565655752205	0.0177304245571098	0.00448859904721622	LINEAR	Glycated haemoglobin (HbA1c)		100078	Biological samples	100079	Assay results	100080	Blood assays	17518	Biological samples > Assay results > Blood assays > Blood biochemistry
41210#Z103	CAT-MUL	163506/80(163586)	0.45650437725511	0.138375797974089	0.769752870455266	0.00451114544123704	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: Z10.3 Lateral cutaneous nerve of thigh		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z103	CAT-MUL	163506/80(163586)	0.45650437725511	0.138375797974089	0.769752870455266	0.00451114544123704	LOGISTIC-BINARY	Operative procedures - OPCS4: Z10.3 Lateral cutaneous nerve of thigh		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
30870	CONTINUOUS	155963	-0.0106150712503055	-0.0179523625291092	-0.00327777997150174	0.0045751518565565	LINEAR	Triglycerides		100078	Biological samples	100079	Assay results	100080	Blood assays	17518	Biological samples > Assay results > Blood assays > Blood biochemistry
41200#W562	CAT-MUL	163496/90(163586)	0.428031157547392	0.128028157653441	0.723172955134628	0.00473638542036733	LOGISTIC-BINARY	Operative procedures - main OPCS4: W56.2 Primary interposition arthroplasty of joint NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
130698	DATE	161877/1709(163586)	-0.106690227852686	-0.181239506019591	-0.0328759006103901	0.00481417107773215	LOGISTIC-BINARY	Date E04 first reported (other non-toxic goitre)		2404	Health-related outcomes		First occurrences		First occurrences	2404	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases
130746	DATE	163433/153(163586)	-0.375444078600054	-0.64421472023914	-0.118441524069474	0.00505551940395326	LOGISTIC-BINARY	Date E34 first reported (other endocrine disorders)		2404	Health-related outcomes		First occurrences		First occurrences	2404	Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases
131676	DATE	161213/2373(163586)	0.0870280319019566	0.025880490553056	0.14778407492549	0.00513083488150186	LOGISTIC-BINARY	Date K81 first reported (cholecystitis)		2411	Health-related outcomes		First occurrences		First occurrences	2411	Health-related outcomes > First occurrences > Digestive system disorders
41210#C692	CAT-MUL	163531/55(163586)	0.537355901670108	0.155869531573397	0.913727195077814	0.0053099170376545	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: C69.2 Paracentesis of anterior chamber of eye		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#J449	CAT-MUL	163364/222(163586)	0.273665264083157	0.0792043836115264	0.465104996302187	0.00540201334874927	LOGISTIC-BINARY	Operative procedures - OPCS4: J44.9 Unspecified diagnostic endoscopic retrograde examination of bile duct		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41200#S523	CAT-MUL	163525/61(163586)	0.506605704669068	0.144363246723181	0.863234254907363	0.00560698647637011	LOGISTIC-BINARY	Operative procedures - main OPCS4: S52.3 Insertion of therapeutic substance into subcutaneous tissue NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
5463	CAT-SIN	8523/4325(12848)	0.0785494104254299	0.0227567828006849	0.134257413456686	0.00575055460467336	LOGISTIC-BINARY	Leg pain in calf/calves		100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	100038	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease
41200#B083	CAT-MUL	163278/308(163586)	-0.252087318390781	-0.434127123007403	-0.0750762685968875	0.00588484395613006	LOGISTIC-BINARY	Operative procedures - main OPCS4: B08.3 Hemithyroidectomy		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#S561	CAT-MUL	163397/189(163586)	0.29269604994708	0.0822222465206802	0.49978047115553	0.0059543633086047	LOGISTIC-BINARY	Operative procedures - OPCS4: S56.1 Debridement of skin of head or neck NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41200#S561	CAT-MUL	163535/51(163586)	0.550359690958014	0.153529209849458	0.941273867125806	0.00600643062407955	LOGISTIC-BINARY	Operative procedures - main OPCS4: S56.1 Debridement of skin of head or neck NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41210#T748	CAT-MUL	163468/118(163586)	-0.422696872858462	-0.733836315345867	-0.127763332581602	0.00615212670656306	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: T74.8 Other specified other operations on tendon		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41200#W975	CAT-MUL	163413/173(163586)	0.30374431154966	0.084268735804144	0.519734211111785	0.00619749425270106	LOGISTIC-BINARY	Operative procedures - main OPCS4: W97.5 Primary reverse polarity total prosthetic replacement of shoulder joint not using cement		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#W975	CAT-MUL	163413/173(163586)	0.30374431154966	0.084268735804144	0.519734211111785	0.00619749425270106	LOGISTIC-BINARY	Operative procedures - OPCS4: W97.5 Primary reverse polarity total prosthetic replacement of shoulder joint not using cement		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41210#J183	CAT-MUL	163211/375(163586)	0.208919470204092	0.0580806927773872	0.357753254935622	0.0062547908870311	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: J18.3 Total cholecystectomy NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
102940	CAT-SIN	23293	-0.0759400718971912	-0.130446678935701	-0.0214334648586814	0.00632427951824027	ORDERED-LOGISTIC	Whole egg intake		100089	Online follow-up	100090	Diet by 24-hour recall	100107	Milk/eggs/cheese yesterday	100107	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday
41272#T243	CAT-MUL	162539/1047(163586)	0.126336106651847	0.034990057957417	0.216855876160888	0.00645815958362606	LOGISTIC-BINARY	Operative procedures - OPCS4: T24.3 Repair of umbilical hernia using sutures		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
130318	DATE	163483/103(163586)	-0.452228633287594	-0.788433011009685	-0.13527405336864	0.0065160417650247	LOGISTIC-BINARY	Date B85 first reported (pediculosis and phthiriasis)		2401	Health-related outcomes		First occurrences		First occurrences	2401	Health-related outcomes > First occurrences > Certain infectious and parasitic diseases
4204	CAT-SIN	45518/8900(54418)	-0.0496918038677056	-0.0856326681403038	-0.0138525460904731	0.00665251557202725	LOGISTIC-BINARY	Absence of notch position in the pulse waveform		100000	UK Biobank Assessment Centre	100006	Physical measures	100007	Arterial stiffness	100007	UK Biobank Assessment Centre > Physical measures > Arterial stiffness
41210#W848	CAT-MUL	163331/255(163586)	0.24935996614018	0.0675446858312618	0.428408046435858	0.00671661567494933	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: W84.8 Other specified therapeutic endoscopic operations on other joint structure		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#B083	CAT-MUL	163257/329(163586)	-0.238620943764069	-0.414079425967651	-0.0677781196772873	0.00687188564055657	LOGISTIC-BINARY	Operative procedures - OPCS4: B08.3 Hemithyroidectomy		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41200#K607	CAT-MUL	163363/223(163586)	-0.293452074649646	-0.510681206008856	-0.0834393122209732	0.0070344306901243	LOGISTIC-BINARY	Operative procedures - main OPCS4: K60.7 Implantation of intravenous biventricular cardiac pacemaker system		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41245#1030	CAT-MUL	162161/635(162796)	0.158305472016192	0.0419119387785284	0.273403857392861	0.00733143180174442	LOGISTIC-BINARY	Main speciality of consultant (recoded): Allied health professional episode		100091	Health-related outcomes	2000	Hospital inpatient	2001	Summary Administration	2001	Health-related outcomes > Hospital inpatient > Summary Administration
41210#J132	CAT-MUL	163527/59(163586)	-0.614118924583034	-1.0856631512323	-0.182338108828037	0.00742057732761859	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: J13.2 Percutaneous biopsy of lesion of liver NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
4080	INTEGER	154699	-0.00965486153030851	-0.0167289050533233	-0.00258081800729368	0.00747288376906066	LINEAR	"Systolic blood pressure, automated reading"		100000	UK Biobank Assessment Centre	100006	Physical measures	100011	Blood pressure	100011	UK Biobank Assessment Centre > Physical measures > Blood pressure
41210#Z803	CAT-MUL	162842/744(163586)	0.146149212256867	0.0384432144057752	0.252722205378357	0.00748960398380316	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: Z80.3 Phalanx of great toe		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z803	CAT-MUL	162842/744(163586)	0.146149212256867	0.0384432144057752	0.252722205378357	0.00748960398380316	LOGISTIC-BINARY	Operative procedures - OPCS4: Z80.3 Phalanx of great toe		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
132520	DATE	163536/50(163586)	0.538016686284615	0.138255762276372	0.931543915079243	0.00764713246904182	LOGISTIC-BINARY	Date Q52 first reported (other congenital malformations of female genitalia)		2417	Health-related outcomes		First occurrences		First occurrences	2417	Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities
102180	CAT-SIN	23287	-0.132213457123375	-0.229789906198847	-0.0346370080479029	0.00791868451123388	ORDERED-LOGISTIC	Fruitcake intake		100089	Online follow-up	100090	Diet by 24-hour recall	100109	Soup/snacks/pastries yesterday	100109	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday
90156	CONTINUOUS	35689	0.304597883017403	0.0794296820524334	0.529766083982373	0.00801933347404642	ORDERED-LOGISTIC	Fraction acceleration <= 1800 milli-gravities		100088	Additional exposures	1008	Physical activity measurement	1010	Acceleration intensity distribution	1010	Additional exposures > Physical activity measurement > Acceleration intensity distribution
5984	INTEGER	24642	0.0195723978933296	0.00509603197709094	0.0340487638095683	0.00805314946549628	LINEAR	"ECG, load"		100000	UK Biobank Assessment Centre	100006	Physical measures	100012	ECG during exercise	100012	UK Biobank Assessment Centre > Physical measures > ECG during exercise
22617#9249	CAT-MUL	39744/88(39832)	0.405879156526691	0.101782003341919	0.704539296029861	0.00817750339090286	LOGISTIC-BINARY	Job code - historical: Elementary security occupations n.e.c.		100089	Online follow-up	123	Work environment	130	Employment history	130	Online follow-up > Work environment > Employment history
131670	DATE	158626/4960(163586)	0.0575796138911683	0.0147530029722634	0.100214925464784	0.00826237086837214	LOGISTIC-BINARY	Date K76 first reported (other diseases of liver)		2411	Health-related outcomes		First occurrences		First occurrences	2411	Health-related outcomes > First occurrences > Digestive system disorders
41272#C754	CAT-MUL	163503/83(163586)	0.416844087943433	0.103527363073552	0.724842068557395	0.00841019888657201	LOGISTIC-BINARY	Operative procedures - OPCS4: C75.4 Insertion of prosthetic replacement for lens using suture fixation		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
131482	DATE	162890/696(163586)	-0.156949959675757	-0.275005176224076	-0.0408312070587582	0.00858727428523703	LOGISTIC-BINARY	Date J39 first reported (other diseases of upper respiratory tract)		2410	Health-related outcomes		First occurrences		First occurrences	2410	Health-related outcomes > First occurrences > Respiratory system disorders
41200#S359	CAT-MUL	163495/91(163586)	0.398446068404284	0.0977733192832256	0.693713271592874	0.00864847682779413	LOGISTIC-BINARY	Operative procedures - main OPCS4: S35.9 Unspecified split autograft of skin		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#W551	CAT-MUL	163497/89(163586)	-0.471689034003816	-0.83654179356078	-0.129625602309734	0.00871616303842829	LOGISTIC-BINARY	Operative procedures - OPCS4: W55.1 Primary prosthetic interposition arthroplasty of joint		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
20004#1513	CAT-MUL	162053/1530(163583)	0.101063841725636	0.0251005167898538	0.17643305086116	0.00883883985214762	LOGISTIC-BINARY	Operation code: breast cyst/abscess removal		100000	UK Biobank Assessment Centre	100071	Verbal interview	100076	Operations	100076	UK Biobank Assessment Centre > Verbal interview > Operations
90158	CONTINUOUS	117/35572(35689)	0.403177580682902	0.107847220928954	0.714114999800442	0.00899854643437382	LOGISTIC-BINARY	Fraction acceleration <= 2000 milli-gravities		100088	Additional exposures	1008	Physical activity measurement	1010	Acceleration intensity distribution	1010	Additional exposures > Physical activity measurement > Acceleration intensity distribution
